cat,pot(V vs. RHE),pot(V vs. SHE),pot(V vs. Ag/AgCl),pot(V vs. Fc/Fc),jtotal(mA cm^-2),jpartial(mA cm^2),FE,elect,conc,prod,pH,Author,Title,Subject
 CuZn (120s zinc deposition),-1.3000000000000002,,,,,, 0.7582938388625848, KHCO3, 0.1M, CH4,,Yuecheng Peng,am7b10421 1..8,ACS Appl. Mater. Interfaces 2017.9:32782-32789
 CuZn (120s zinc deposition),-1.2000000000000001,,,,,, 0.9478672985782168, KHCO3, 0.1M, CH4,,Yuecheng Peng,am7b10421 1..8,ACS Appl. Mater. Interfaces 2017.9:32782-32789
 CuZn (120s zinc deposition),-1.1000000000000005,,,,,, 0.379146919431264, KHCO3, 0.1M, CH4,,Yuecheng Peng,am7b10421 1..8,ACS Appl. Mater. Interfaces 2017.9:32782-32789
 CuZn (120s zinc deposition),-1.0000000000000004,,,,,, 0.189573459715632, KHCO3, 0.1M, CH4,,Yuecheng Peng,am7b10421 1..8,ACS Appl. Mater. Interfaces 2017.9:32782-32789
 CuZn (120s zinc deposition),-0.9000000000000003,,,,,, 0.189573459715632, KHCO3, 0.1M, CH4,,Yuecheng Peng,am7b10421 1..8,ACS Appl. Mater. Interfaces 2017.9:32782-32789
 CuZn (120s zinc deposition),-1.5000000000000004,,,,,, 16.492890995260666, KHCO3, 0.1M, C2H4,,Yuecheng Peng,am7b10421 1..8,ACS Appl. Mater. Interfaces 2017.9:32782-32789
 CuZn (120s zinc deposition),-1.3990099009900993,,,,,, 25.402843601895767, KHCO3, 0.1M, C2H4,,Yuecheng Peng,am7b10421 1..8,ACS Appl. Mater. Interfaces 2017.9:32782-32789
 CuZn (120s zinc deposition),-1.3000000000000002,,,,,, 35.63981042654029, KHCO3, 0.1M, C2H4,,Yuecheng Peng,am7b10421 1..8,ACS Appl. Mater. Interfaces 2017.9:32782-32789
 CuZn (120s zinc deposition),-1.2000000000000001,,,,,, 34.31279620853087, KHCO3, 0.1M, C2H4,,Yuecheng Peng,am7b10421 1..8,ACS Appl. Mater. Interfaces 2017.9:32782-32789
 CuZn (120s zinc deposition),-1.1000000000000003,,,,,, 17.440758293838882, KHCO3, 0.1M, C2H4,,Yuecheng Peng,am7b10421 1..8,ACS Appl. Mater. Interfaces 2017.9:32782-32789
 CuZn (120s zinc deposition),-1.0009900990099012,,,,,, 0.189573459715632, KHCO3, 0.1M, C2H4,,Yuecheng Peng,am7b10421 1..8,ACS Appl. Mater. Interfaces 2017.9:32782-32789
 CuZn (120s zinc deposition),-0.9009900990099011,,,,,, 0.189573459715632, KHCO3, 0.1M, C2H4,,Yuecheng Peng,am7b10421 1..8,ACS Appl. Mater. Interfaces 2017.9:32782-32789
 CuZn (120s zinc deposition),-1.5000000000000004,,,,,, 7.582938388625621, KHCO3, 0.1M, HCOO-,,Yuecheng Peng,am7b10421 1..8,ACS Appl. Mater. Interfaces 2017.9:32782-32789
 CuZn (120s zinc deposition),-1.3990099009900993,,,,,, 10.236966824644582, KHCO3, 0.1M, HCOO-,,Yuecheng Peng,am7b10421 1..8,ACS Appl. Mater. Interfaces 2017.9:32782-32789
 CuZn (120s zinc deposition),-1.3,,,,,, 20.47393364928911, KHCO3, 0.1M, HCOO-,,Yuecheng Peng,am7b10421 1..8,ACS Appl. Mater. Interfaces 2017.9:32782-32789
 CuZn (120s zinc deposition),-1.2000000000000001,,,,,, 24.075829383886287, KHCO3, 0.1M, HCOO-,,Yuecheng Peng,am7b10421 1..8,ACS Appl. Mater. Interfaces 2017.9:32782-32789
 CuZn (120s zinc deposition),-1.1000000000000003,,,,,, 37.91469194312802, KHCO3, 0.1M, HCOO-,,Yuecheng Peng,am7b10421 1..8,ACS Appl. Mater. Interfaces 2017.9:32782-32789
 CuZn (120s zinc deposition),-1.0000000000000004,,,,,, 5.30805687203798, KHCO3, 0.1M, HCOO-,,Yuecheng Peng,am7b10421 1..8,ACS Appl. Mater. Interfaces 2017.9:32782-32789
 CuZn (120s zinc deposition),-0.9000000000000003,,,,,, 5.497630331753555, KHCO3, 0.1M, HCOO-,,Yuecheng Peng,am7b10421 1..8,ACS Appl. Mater. Interfaces 2017.9:32782-32789
 CuZn (120s zinc deposition),-1.5000000000000004,,,,,, 0, KHCO3, 0.1M, CO,,Yuecheng Peng,am7b10421 1..8,ACS Appl. Mater. Interfaces 2017.9:32782-32789
 CuZn (120s zinc deposition),-1.3990099009900993,,,,,, 0, KHCO3, 0.1M, CO,,Yuecheng Peng,am7b10421 1..8,ACS Appl. Mater. Interfaces 2017.9:32782-32789
 CuZn (120s zinc deposition),-1.3000000000000002,,,,,, 0.18957345971568884, KHCO3, 0.1M, CO,,Yuecheng Peng,am7b10421 1..8,ACS Appl. Mater. Interfaces 2017.9:32782-32789
 CuZn (120s zinc deposition),-1.1990099009900991,,,,,, 3.2227488151659145, KHCO3, 0.1M, CO,,Yuecheng Peng,am7b10421 1..8,ACS Appl. Mater. Interfaces 2017.9:32782-32789
 CuZn (120s zinc deposition),-1.1000000000000005,,,,,, 11.563981042654063, KHCO3, 0.1M, CO,,Yuecheng Peng,am7b10421 1..8,ACS Appl. Mater. Interfaces 2017.9:32782-32789
 CuZn (120s zinc deposition),-1.0009900990099014,,,,,, 56.492890995260694, KHCO3, 0.1M, CO,,Yuecheng Peng,am7b10421 1..8,ACS Appl. Mater. Interfaces 2017.9:32782-32789
 active CuS,-1.0004846526655897,,,,,, 18.446601941747587, CO2 saturated KHCO3, 0.1M, HCOO-,,Yilin Deng,am8b08428 1..10,ACS Appl. Mater. Interfaces 2018.10:28572-28581
 active CuS,-0.9500807754442651,,,,,, 37.28155339805825, CO2 saturated KHCO3, 0.1M, HCOO-,,Yilin Deng,am8b08428 1..10,ACS Appl. Mater. Interfaces 2018.10:28572-28581
 active CuS,-0.9006462035541196,,,,,, 75.53398058252426, CO2 saturated KHCO3, 0.1M, HCOO-,,Yilin Deng,am8b08428 1..10,ACS Appl. Mater. Interfaces 2018.10:28572-28581
 active CuS,-0.8502423263327948,,,,,, 75.92233009708735, CO2 saturated KHCO3, 0.1M, HCOO-,,Yilin Deng,am8b08428 1..10,ACS Appl. Mater. Interfaces 2018.10:28572-28581
 active CuS,-0.8003231017770598,,,,,, 63.495145631067935, CO2 saturated KHCO3, 0.1M, HCOO-,,Yilin Deng,am8b08428 1..10,ACS Appl. Mater. Interfaces 2018.10:28572-28581
 active CuS,-0.7499192245557351,,,,,, 65.43689320388347, CO2 saturated KHCO3, 0.1M, HCOO-,,Yilin Deng,am8b08428 1..10,ACS Appl. Mater. Interfaces 2018.10:28572-28581
 active CuS,-0.7000000000000002,,,,,, 61.35922330097081, CO2 saturated KHCO3, 0.1M, HCOO-,,Yilin Deng,am8b08428 1..10,ACS Appl. Mater. Interfaces 2018.10:28572-28581
 active CuS,-1,,,,,, 29.32038834951456, CO2 saturated KHCO3, 0.1M, H2,,Yilin Deng,am8b08428 1..10,ACS Appl. Mater. Interfaces 2018.10:28572-28581
 active CuS,-0.9500807754442651,,,,,, 29.320388349514544, CO2 saturated KHCO3, 0.1M, H2,,Yilin Deng,am8b08428 1..10,ACS Appl. Mater. Interfaces 2018.10:28572-28581
 active CuS,-0.9001615508885299,,,,,, 17.864077669902897, CO2 saturated KHCO3, 0.1M, H2,,Yilin Deng,am8b08428 1..10,ACS Appl. Mater. Interfaces 2018.10:28572-28581
 active CuS,-0.8502423263327948,,,,,, 22.33009708737862, CO2 saturated KHCO3, 0.1M, H2,,Yilin Deng,am8b08428 1..10,ACS Appl. Mater. Interfaces 2018.10:28572-28581
 active CuS,-0.7998384491114702,,,,,, 33.20388349514562, CO2 saturated KHCO3, 0.1M, H2,,Yilin Deng,am8b08428 1..10,ACS Appl. Mater. Interfaces 2018.10:28572-28581
 active CuS,-0.749919224555735,,,,,, 33.009708737864045, CO2 saturated KHCO3, 0.1M, H2,,Yilin Deng,am8b08428 1..10,ACS Appl. Mater. Interfaces 2018.10:28572-28581
 active CuS,-0.7000000000000001,,,,,, 38.25242718446597, CO2 saturated KHCO3, 0.1M, H2,,Yilin Deng,am8b08428 1..10,ACS Appl. Mater. Interfaces 2018.10:28572-28581
 active CuS,-1,,,,,, 0.8130081300813003, CO2 saturated KHCO3, 0.1M, CO,,Yilin Deng,am8b08428 1..10,ACS Appl. Mater. Interfaces 2018.10:28572-28581
 active CuS,-0.9505654281098547,,,,,, 2.5406504065040636, CO2 saturated KHCO3, 0.1M, CO,,Yilin Deng,am8b08428 1..10,ACS Appl. Mater. Interfaces 2018.10:28572-28581
 active CuS,-0.9001615508885299,,,,,, 3.2012195121951237, CO2 saturated KHCO3, 0.1M, CO,,Yilin Deng,am8b08428 1..10,ACS Appl. Mater. Interfaces 2018.10:28572-28581
 active CuS,-0.8502423263327948,,,,,, 1.321138211382106, CO2 saturated KHCO3, 0.1M, CO,,Yilin Deng,am8b08428 1..10,ACS Appl. Mater. Interfaces 2018.10:28572-28581
 active CuS,-0.8003231017770598,,,,,, 2.1849593495934982, CO2 saturated KHCO3, 0.1M, CO,,Yilin Deng,am8b08428 1..10,ACS Appl. Mater. Interfaces 2018.10:28572-28581
 active CuS,-0.7504038772213246,,,,,, 0.20325203252031088, CO2 saturated KHCO3, 0.1M, CO,,Yilin Deng,am8b08428 1..10,ACS Appl. Mater. Interfaces 2018.10:28572-28581
 active CuS,-0.7004846526655897,,,,,, 0.10162601626016965, CO2 saturated KHCO3, 0.1M, CO,,Yilin Deng,am8b08428 1..10,ACS Appl. Mater. Interfaces 2018.10:28572-28581
 active CuS,-1.0004846526655897,,,,,, 21.239837398373986, CO2 saturated KHCO3, 0.1M, C2H4,,Yilin Deng,am8b08428 1..10,ACS Appl. Mater. Interfaces 2018.10:28572-28581
 active CuS,-0.950080775444265,,,,,, 10.162601626016261, CO2 saturated KHCO3, 0.1M, C2H4,,Yilin Deng,am8b08428 1..10,ACS Appl. Mater. Interfaces 2018.10:28572-28581
 active CuS,-0.9006462035541196,,,,,, 0.15243902439026868, CO2 saturated KHCO3, 0.1M, C2H4,,Yilin Deng,am8b08428 1..10,ACS Appl. Mater. Interfaces 2018.10:28572-28581
 active CuS,-0.8502423263327947,,,,,, 0.05081300813010614, CO2 saturated KHCO3, 0.1M, C2H4,,Yilin Deng,am8b08428 1..10,ACS Appl. Mater. Interfaces 2018.10:28572-28581
 active CuS,-0.8003231017770597,,,,,, 0.2032520325203322, CO2 saturated KHCO3, 0.1M, C2H4,,Yilin Deng,am8b08428 1..10,ACS Appl. Mater. Interfaces 2018.10:28572-28581
 active CuS,-1,,,,,, 4.623983739837406, CO2 saturated KHCO3, 0.1M, CH4,,Yilin Deng,am8b08428 1..10,ACS Appl. Mater. Interfaces 2018.10:28572-28581
 active CuS,-0.950080775444265,,,,,, 1.7276422764227632, CO2 saturated KHCO3, 0.1M, CH4,,Yilin Deng,am8b08428 1..10,ACS Appl. Mater. Interfaces 2018.10:28572-28581
 active CuS,-1.000914170532525,,,,,, -25.98165137614679, CO2 saturated KHCO3, 0.1M,,,Yilin Deng,am8b08428 1..10,ACS Appl. Mater. Interfaces 2018.10:28572-28581
 active CuS,-0.9503937988172697,,,,,, -18.770642201834864, CO2 saturated KHCO3, 0.1M,,,Yilin Deng,am8b08428 1..10,ACS Appl. Mater. Interfaces 2018.10:28572-28581
 active CuS,-0.900364304664226,,,,,, -11.944954128440372, CO2 saturated KHCO3, 0.1M,,,Yilin Deng,am8b08428 1..10,ACS Appl. Mater. Interfaces 2018.10:28572-28581
 active CuS,-0.8508461413051531,,,,,, -6.770642201834853, CO2 saturated KHCO3, 0.1M,,,Yilin Deng,am8b08428 1..10,ACS Appl. Mater. Interfaces 2018.10:28572-28581
 active CuS,-0.800899349350091,,,,,, -5.064220183486242, CO2 saturated KHCO3, 0.1M,,,Yilin Deng,am8b08428 1..10,ACS Appl. Mater. Interfaces 2018.10:28572-28581
 active CuS,-0.750953446665975,,,,,, -3.412844036697255, CO2 saturated KHCO3, 0.1M,,,Yilin Deng,am8b08428 1..10,ACS Appl. Mater. Interfaces 2018.10:28572-28581
 Au75Cu25,-0.8005882352941177,,,,,, 56.51438385573207, KHCO3, 0.1M, CO,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au75Cu25,-0.7000000000000001,,,,,, 64.14233576642337, KHCO3, 0.1M, CO,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au75Cu25,-0.6000000000000001,,,,,, 50.31021897810219, KHCO3, 0.1M, CO,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au75Cu25,-0.5,,,,,, 23.777372262773724, KHCO3, 0.1M, CO,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au75Cu25,-0.3999999999999999,,,,,, 6.879562043795644, KHCO3, 0.1M, CO,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au50Cu50,-0.8,,,,,, 47.9014598540146, KHCO3, 0.1M, CO,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au50Cu50,-0.7000000000000002,,,,,, 58.74087591240877, KHCO3, 0.1M, CO,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au50Cu50,-0.6000000000000001,,,,,, 48.996350364963526, KHCO3, 0.1M, CO,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au50Cu50,-0.5000000000000002,,,,,, 22.90145985401459, KHCO3, 0.1M, CO,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au50Cu50,-0.4,,,,,, 10.383211678832125, KHCO3, 0.1M, CO,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au25Cu75,-0.8,,,,,, 27.609489051094897, KHCO3, 0.1M, CO,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au25Cu75,-0.7000000000000001,,,,,, 21.952554744525557, KHCO3, 0.1M, CO,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au25Cu75,-0.6000000000000001,,,,,, 22.28102189781025, KHCO3, 0.1M, CO,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au25Cu75,-0.49999999999999994,,,,,, 11.514598540146011, KHCO3, 0.1M, CO,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au25Cu75,-0.39941176470588246,,,,,, 7.755689136968655, KHCO3, 0.1M, CO,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Cu,-0.8,,,,,, 13.156934306569354, KHCO3, 0.1M, CO,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Cu,-0.7000000000000001,,,,,, 12.02554744525547, KHCO3, 0.1M, CO,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Cu,-0.6000000000000001,,,,,, 16.73357664233579, KHCO3, 0.1M, CO,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Cu,-0.49999999999999994,,,,,, 2.755474452554708, KHCO3, 0.1M, CO,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Cu,,,,,,,, KHCO3, 0.1M, CO,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au75Cu25,-0.8003673283360647,,,,,, 1.3690447329887654, KHCO3, 0.1M, HCOO-,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au75Cu25,-0.6999683872656923,,,,,, 1.5554628938258261, KHCO3, 0.1M, HCOO-,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au75Cu25,-0.6003587948372332,,,,,, 1.800839773862286, KHCO3, 0.1M, HCOO-,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au75Cu25,-0.4999633447436558,,,,,, 1.8106145088874541, KHCO3, 0.1M, HCOO-,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au75Cu25,-0.40031806677462844,,,,,, 3.8616797416677286, KHCO3, 0.1M, HCOO-,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au50Cu50,-0.799944920143906,,,,,, 2.7428992562280037, KHCO3, 0.1M, HCOO-,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au50Cu50,-0.6999753692192818,,,,,, 1.202176042202037, KHCO3, 0.1M, HCOO-,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au50Cu50,-0.5999631508005002,,,,,, 1.8204280325436634, KHCO3, 0.1M, HCOO-,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au50Cu50,-0.4999757571055925,,,,,, 1.1825489948896041, KHCO3, 0.1M, HCOO-,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au50Cu50,-0.4003483219068489,,,,,, 2.3307700512979714, KHCO3, 0.1M, HCOO-,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au25Cu75,-0.7999278531462429,,,,,, 3.6064893379750486, KHCO3, 0.1M, HCOO-,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au25Cu75,-0.6999199014768771,,,,,, 4.008843807879913, KHCO3, 0.1M, HCOO-,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au25Cu75,-0.5999061315128534,,,,,, 4.705603987471282, KHCO3, 0.1M, HCOO-,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au25Cu75,-0.49993658058822943,,,,,, 3.164880773445315, KHCO3, 0.1M, HCOO-,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au25Cu75,-0.39985958515559083,,,,,, 7.060849664963202, KHCO3, 0.1M, HCOO-,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Cu,-0.799730419014187,,,,,, 13.596656420003302, KHCO3, 0.1M, HCOO-,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Cu,-0.6996856181453216,,,,,, 15.863580384589282, KHCO3, 0.1M, HCOO-,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Cu,-0.5994364011908111,,,,,, 8.473958282827311, KHCO3, 0.1M, HCOO-,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Cu,-0.4999036102518355,,,,,, 4.833179795002094, KHCO3, 0.1M, HCOO-,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au75Cu25,-0.8004048582995951,,,,,, 42.31155778894471, KHCO3, 0.1M, H2,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au75Cu25,-0.7,,,,,, 36.4824120603015, KHCO3, 0.1M, H2,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au75Cu25,-0.5999999999999999,,,,,, 47.73869346733668, KHCO3, 0.1M, H2,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au75Cu25,-0.5,,,,,, 76.78391959798995, KHCO3, 0.1M, H2,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au75Cu25,-0.3999999999999999,,,,,, 96.98492462311559, KHCO3, 0.1M, H2,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au50Cu50,-0.8004048582995951,,,,,, 59.095477386934675, KHCO3, 0.1M, H2,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au50Cu50,-0.7,,,,,, 37.48743718592965, KHCO3, 0.1M, H2,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au50Cu50,-0.6000000000000001,,,,,, 51.658291457286445, KHCO3, 0.1M, H2,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au50Cu50,-0.5,,,,,, 67.23618090452262, KHCO3, 0.1M, H2,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au50Cu50,-0.40000000000000013,,,,,, 84.72361809045226, KHCO3, 0.1M, H2,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au25Cu75,-0.8004048582995948,,,,,, 62.914572864321606, KHCO3, 0.1M, H2,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au25Cu75,-0.7,,,,,, 64.02010050251257, KHCO3, 0.1M, H2,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au25Cu75,-0.6000000000000001,,,,,, 78.29145728643216, KHCO3, 0.1M, H2,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au25Cu75,-0.49959514170040475,,,,,, 83.41708542713569, KHCO3, 0.1M, H2,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au25Cu75,-0.40000000000000013,,,,,, 96.68341708542715, KHCO3, 0.1M, H2,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Cu,-0.8,,,,,, 58.5929648241206, KHCO3, 0.1M, H2,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Cu,-0.7,,,,,, 69.54773869346735, KHCO3, 0.1M, H2,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Cu,-0.6000000000000001,,,,,, 86.63316582914574, KHCO3, 0.1M, H2,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Cu,-0.5,,,,,, 81.90954773869347        , KHCO3, 0.1M, H2,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au75Cu25,-0.799732078827343,,,,,, 2.2371532658271427, KHCO3, 0.1M, CO,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au75Cu25,-0.699480221450905,,,,,, 1.335125211554459, KHCO3, 0.1M, CO,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au75Cu25,-0.6001560483061301,,,,,, 0.705487507529905, KHCO3, 0.1M, CO,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au75Cu25,-0.5003425030836752,,,,,, 0.15231921057915842, KHCO3, 0.1M, CO,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au75Cu25,-0.39999598405094516,,,,,, 0.03882275321993145, KHCO3, 0.1M, CO,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au50Cu50,-0.7993287628008376,,,,,, 1.5967757666159903, KHCO3, 0.1M, CO,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au50Cu50,-0.6995008749031869,,,,,, 1.1630819540460697, KHCO3, 0.1M, CO,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au50Cu50,-0.6001703909813258,,,,,, 0.586013023149079, KHCO3, 0.1M, CO,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au50Cu50,-0.5003482401537533,,,,,, 0.10452941682682803, KHCO3, 0.1M, CO,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au50Cu50,-0.39999770517196864,,,,,, 0.02448581509423331, KHCO3, 0.1M, CO,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au25Cu75,-0.7993964602277617,,,,,, 1.0328562003384882, KHCO3, 0.1M, CO,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au25Cu75,-0.6995737356931815,,,,,, 0.5561515733914701, KHCO3, 0.1M, CO,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au25Cu75,-0.6002002237457331,,,,,, 0.33750609563696, KHCO3, 0.1M, CO,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au25Cu75,-0.49987206333725364,,,,,, 0.0710822982702739, KHCO3, 0.1M, CO,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au25Cu75,-0.4004784716445311,,,,,, 0.01970109864892322, KHCO3, 0.1M, CO,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Cu,-0.7999804939617338,,,,,, 0.1678551963512236, KHCO3, 0.1M, CO,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Cu,-0.699629958979949,,,,,, 0.08781159461862931, KHCO3, 0.1M, CO,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Cu,-0.5997498637445857,,,,,, 0.08900490519491733, KHCO3, 0.1M, CO,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Cu,-0.49987894782134756,,,,,, 0.013734545767478678, KHCO3, 0.1M, CO,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au75Cu25,-0.8000000000000001,,,,,, 0.05440445938875191, KHCO3, 0.1M, HCOO-,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au75Cu25,-0.7005117707267145,,,,,, 0.03245918862972608, KHCO3, 0.1M, HCOO-,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au75Cu25,-0.600204708290686,,,,,, 0.025585617887585565, KHCO3, 0.1M, HCOO-,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au75Cu25,-0.5003070624360288,,,,,, 0.011379863124782424, KHCO3, 0.1M, HCOO-,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au75Cu25,-0.40000000000000013,,,,,, 0.011430935967163297, KHCO3, 0.1M, HCOO-,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au50Cu50,-0.8004094165813718,,,,,, 0.06988286599945384, KHCO3, 0.1M, HCOO-,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au50Cu50,-0.7005117707267145,,,,,, 0.02349788516740428, KHCO3, 0.1M, HCOO-,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
